motor,manufacturer,designation,motor_type,delays_s,diameter_mm,length_mm,initial_mass_g,propellant_mass_g,dry_mass_g,average_thrust_certified_N,initial_thrust_certified_N,max_thrust_certified_N,total_impulse_certified_Ns,total_impulse_curve_Ns,burn_time_certified_s,burn_time_curve_s,effective_exhaust_velocity_m_per_s,effective_isp_s_curve,average_mass_flow_g_per_s_curve,assumed_motor_cg_from_aft_end_mm,cert_org,cert_date,site_product_url,category_url,thrust_source,notes
AeroTech G12,AeroTech,G12,SU,P,29,156,150.000,82.000,68.000,11.310,0.156,30.880,143.970,145.846841,12.700,12.601,1778.620010,181.368766,6.507420,78.000,"Tripoli Rocketry Association, Inc.",,https://www.apogeerockets.com/Rocket-Motors/AeroTech-Motors/29mm-Motors-Single-Use/Aerotech-29mm-HP-SU-DMS-Motor-G12ST-P,https://www.apogeerockets.com/Rocket_Motors/29mm_Motors,http://www.thrustcurve.org/simfiles/6015a048b94d0e00040a8436/,Mass depletion assumes propellant burned in proportion to cumulative impulse from the selected thrust curve. Treat the motor CG as fixed at mid-length unless you have better internal grain geometry.
