motor,manufacturer,designation,motor_type,delays_s,diameter_mm,length_mm,initial_mass_g,propellant_mass_g,dry_mass_g,average_thrust_certified_N,initial_thrust_certified_N,max_thrust_certified_N,total_impulse_certified_Ns,total_impulse_curve_Ns,burn_time_certified_s,burn_time_curve_s,effective_exhaust_velocity_m_per_s,effective_isp_s_curve,average_mass_flow_g_per_s_curve,assumed_motor_cg_from_aft_end_mm,cert_org,cert_date,site_product_url,category_url,thrust_source,notes
AeroTech G8,AeroTech,G8,SU,P,29,156,157.000,83.000,74.000,6.560,0.370,7.850,129.990,129.867867,19.810,19.964,1564.673097,159.552253,4.157483,78.000,"Tripoli Rocketry Association, Inc.",,https://www.apogeerockets.com/Rocket-Motors/AeroTech-Motors/29mm-Motors-Single-Use/Aerotech-29mm-HP-SU-DMS-Motor-G8ST-P,https://www.apogeerockets.com/Rocket_Motors/29mm_Motors,http://www.thrustcurve.org/simfiles/60159fcfb94d0e00040a8435/,Mass depletion assumes propellant burned in proportion to cumulative impulse from the selected thrust curve. Treat the motor CG as fixed at mid-length unless you have better internal grain geometry.
