motor,manufacturer,designation,motor_type,delays_s,diameter_mm,length_mm,initial_mass_g,propellant_mass_g,dry_mass_g,average_thrust_certified_N,initial_thrust_certified_N,max_thrust_certified_N,total_impulse_certified_Ns,total_impulse_curve_Ns,burn_time_certified_s,burn_time_curve_s,effective_exhaust_velocity_m_per_s,effective_isp_s_curve,average_mass_flow_g_per_s_curve,assumed_motor_cg_from_aft_end_mm,cert_org,cert_date,site_product_url,category_url,thrust_source,notes
Apogee F10,Apogee Components,F10,SU,"4,6,8",29,92,71.000,40.700,30.300,10.580,28.220,22.690,74.260,76.334767,7.020,7.130,1875.547113,191.252580,5.708275,46.000,National Association of Rocketry,,https://www.apogeerockets.com/Rocket_Motors/Apogee_Medalist/29mm_Motors/Apogee_Medalist_Motor_F10-4_1pk,https://www.apogeerockets.com/Rocket_Motors/29mm_Motors,http://www.thrustcurve.org/simfiles/5f4294d20002e90000000496/,Mass depletion assumes propellant burned in proportion to cumulative impulse from the selected thrust curve. Treat the motor CG as fixed at mid-length unless you have better internal grain geometry.
